date,Sentiment,Positive,Negative
2021-03-16,0.21608333333333332,0.21608333333333332,0.0
2021-03-17,0.06827868852459017,0.09803278688524591,0.029754098360655738
2021-03-18,0.06947260273972602,0.08710958904109589,0.017636986301369863
2021-03-19,0.09389743589743589,0.12128205128205127,0.027384615384615386
2021-03-20,0.10817391304347826,0.12269565217391304,0.014521739130434783
2021-03-21,0.07446666666666667,0.09705333333333334,0.022586666666666665
2021-03-22,0.05247826086956521,0.05621739130434782,0.0037391304347826086
2021-03-23,0.09746052631578947,0.12192105263157894,0.024460526315789474
2021-03-24,0.07497014925373134,0.09985074626865671,0.024880597014925374
2021-03-25,0.06629565217391305,0.08108695652173913,0.014791304347826087
2021-03-26,0.049261904761904764,0.07430952380952381,0.025047619047619048
2021-03-27,0.07008108108108108,0.08924324324324324,0.019162162162162166
2021-03-28,0.0527972972972973,0.07317567567567568,0.02037837837837838
2021-03-29,0.055365853658536586,0.06870731707317074,0.013341463414634148
2021-03-30,0.10479268292682926,0.1323048780487805,0.027512195121951216
2021-03-31,0.040411764705882355,0.04188235294117647,0.0014705882352941176
2021-04-01,0.040757575757575756,0.060333333333333336,0.019575757575757576
2021-04-02,0.08543902439024391,0.09597560975609756,0.01053658536585366
2021-04-03,0.05690647482014389,0.07676258992805755,0.019856115107913668
2021-04-04,0.047169491525423726,0.06879661016949153,0.021627118644067796
2021-04-05,0.017744186046511626,0.07744186046511628,0.05969767441860466
2021-04-06,0.010483870967741931,0.0402258064516129,0.029741935483870968
2021-04-07,0.03225000000000001,0.06735000000000001,0.0351
2021-04-08,0.11980434782608695,0.1276304347826087,0.007826086956521738
2021-04-09,0.0585,0.0585,0.0
2021-04-10,0.06349074074074074,0.0874074074074074,0.02391666666666667
2021-04-11,0.048505617977528094,0.07484269662921347,0.026337078651685393
2021-04-12,0.0762,0.09816000000000001,0.02196
2021-04-13,0.03908955223880597,0.07280597014925373,0.03371641791044776
2021-04-14,0.03441666666666667,0.05479166666666666,0.020375
2021-04-15,0.05598245614035088,0.08571929824561404,0.02973684210526316
2021-04-16,0.023043165467625897,0.06328057553956834,0.040237410071942446
2021-04-17,0.03255813953488372,0.08244961240310077,0.04989147286821705
2021-04-18,-0.014160493827160496,0.045925925925925926,0.06008641975308642
2021-04-19,0.06478048780487804,0.08819512195121952,0.023414634146341463
2021-04-20,-0.0005876288659793786,0.04821649484536082,0.04880412371134021
2021-04-21,0.069046875,0.116140625,0.047093750000000004
2021-04-22,-0.00858333333333334,0.07179166666666667,0.080375
2021-04-23,0.06414285714285715,0.09124489795918367,0.02710204081632653
2021-04-24,0.11236585365853659,0.1258048780487805,0.0134390243902439
2021-04-25,0.08320289855072463,0.10917391304347826,0.025971014492753623
2021-04-26,0.044559999999999995,0.08052,0.03596
2021-04-27,0.05994117647058824,0.06452941176470588,0.004588235294117647
2021-04-28,0.07573469387755102,0.08663265306122449,0.01089795918367347
2021-04-29,0.08990000000000001,0.10899166666666667,0.019091666666666667
2021-04-30,0.056362068965517244,0.0761551724137931,0.019793103448275864
2021-05-01,0.04145098039215687,0.07451960784313726,0.033068627450980395
2021-05-02,0.10654545454545455,0.11687272727272727,0.010327272727272728
2021-05-03,0.04371518987341772,0.07313291139240506,0.02941772151898734
2021-05-04,0.08205434782608696,0.10994565217391304,0.027891304347826086
2021-05-05,0.03422330097087378,0.08211650485436893,0.04789320388349515
2021-05-06,0.08138666666666666,0.10549333333333333,0.02410666666666667
2021-05-07,0.026605504587155968,0.06387155963302751,0.03726605504587156
2021-05-08,0.02071428571428571,0.08828571428571429,0.06757142857142857
2021-05-09,0.02661940298507463,0.06788805970149253,0.04126865671641791
2021-05-10,0.033505617977528095,0.07423595505617978,0.04073033707865169
2021-05-11,0.0687202380952381,0.10102380952380953,0.03230357142857143
2021-05-12,0.049824,0.10452800000000001,0.054704
2021-05-13,0.009130434782608693,0.050195652173913044,0.04106521739130435
2021-05-14,0.07903658536585366,0.10507317073170731,0.026036585365853657
2021-05-16,0.03953846153846153,0.09896153846153846,0.05942307692307692
2021-05-17,0.08076666666666667,0.12466666666666668,0.04390000000000001
2021-05-18,0.03381818181818182,0.09175757575757576,0.05793939393939394
2021-05-19,0.07249090909090909,0.09054545454545455,0.018054545454545455
2021-05-20,0.08472368421052631,0.11177631578947367,0.02705263157894737
2021-05-21,0.07119402985074626,0.09292537313432836,0.02173134328358209
2021-05-22,0.05231730769230769,0.08449038461538462,0.03217307692307692
2021-05-23,0.09383673469387754,0.11494897959183674,0.02111224489795918
2021-05-24,0.06713999999999999,0.10916000000000001,0.04202
2021-05-25,0.09300000000000001,0.09300000000000001,0.0
2021-05-26,0.11560000000000001,0.13394285714285714,0.018342857142857143
2021-05-27,0.0886969696969697,0.11981818181818181,0.03112121212121212
2021-05-28,0.08717073170731708,0.10265853658536585,0.01548780487804878
2021-05-29,0.0747,0.08704,0.01234
2021-05-30,0.06796296296296296,0.08465432098765432,0.016691358024691356
2021-05-31,0.04073809523809523,0.06440476190476191,0.023666666666666666
2021-06-01,0.03380769230769231,0.03957692307692307,0.005769230769230769
2021-06-02,0.09921951219512194,0.12673170731707317,0.027512195121951223
2021-06-03,0.05928205128205128,0.07193589743589743,0.012653846153846154
2021-06-04,0.06304938271604939,0.10296296296296296,0.039913580246913584
2021-06-05,0.0668,0.09268000000000001,0.02588
2021-06-06,0.09183018867924528,0.11047169811320756,0.018641509433962263
2021-06-07,0.09727272727272727,0.12093181818181818,0.023659090909090907
2021-06-08,0.09942857142857142,0.1069591836734694,0.0075306122448979594
2021-06-09,0.12012745098039215,0.13959803921568628,0.019470588235294118
2021-06-10,0.14188059701492536,0.15597014925373134,0.01408955223880597
2021-06-11,0.098,0.11900793650793651,0.021007936507936507
2021-06-12,0.06827835051546392,0.09548453608247423,0.02720618556701031
2021-06-13,0.13971052631578948,0.1463684210526316,0.006657894736842106
2021-06-14,0.05065000000000001,0.06425,0.013600000000000001
2021-06-15,0.06363793103448276,0.08065517241379311,0.017017241379310346
2021-06-16,0.12141269841269842,0.13780952380952383,0.016396825396825396
2021-06-17,0.10782352941176471,0.11458823529411764,0.006764705882352941
2021-06-18,0.1551639344262295,0.18004918032786887,0.024885245901639343
2021-06-19,0.15068571428571428,0.18234285714285714,0.03165714285714286
2021-06-20,0.1082808988764045,0.12541573033707867,0.017134831460674155
2021-06-21,0.07054838709677419,0.11891935483870968,0.048370967741935486
2021-06-22,0.11047368421052631,0.12745614035087718,0.016982456140350877
2021-06-23,0.06522368421052631,0.09182894736842105,0.026605263157894733
2021-06-24,0.045584615384615376,0.07203076923076922,0.02644615384615385
2021-06-25,0.12641111111111109,0.13848888888888888,0.012077777777777778
2021-06-26,0.06892045454545453,0.08469318181818182,0.01577272727272727
2021-06-27,0.059563106796116504,0.07780582524271844,0.01824271844660194
2021-06-28,0.1000989010989011,0.11715384615384615,0.017054945054945054
2021-06-29,0.10855263157894737,0.11906578947368421,0.01051315789473684
2021-06-30,0.051969696969696964,0.08075757575757576,0.02878787878787879
2021-07-01,0.09797435897435897,0.11817948717948717,0.020205128205128205
2021-07-02,0.08288421052631578,0.10456842105263157,0.02168421052631579
2021-07-03,0.12261904761904763,0.1279047619047619,0.005285714285714286
2021-07-04,0.07497826086956523,0.11258695652173914,0.03760869565217391
2021-07-05,0.12625301204819275,0.15256626506024096,0.026313253012048194
2021-07-06,0.09905,0.12444999999999999,0.0254
2021-07-07,0.06610752688172043,0.09061290322580645,0.02450537634408602
2021-07-08,0.07552941176470589,0.10405882352941177,0.02852941176470588
2021-07-09,0.07461290322580645,0.10929032258064515,0.03467741935483871
2021-07-10,0.07903571428571429,0.09826190476190476,0.019226190476190477
2021-07-11,0.06194285714285715,0.07514285714285714,0.0132
2021-07-12,-0.014222222222222223,0.04172222222222222,0.05594444444444445
2021-07-13,0.12308823529411766,0.14073529411764707,0.01764705882352941
2021-07-14,0.09066304347826086,0.11288043478260869,0.022217391304347828
2021-07-16,0.031025000000000004,0.065925,0.0349
2021-07-17,0.06455555555555556,0.088,0.023444444444444445
2021-07-18,0.12114583333333334,0.12747916666666667,0.006333333333333333
2021-07-19,0.06979661016949153,0.10144067796610169,0.03164406779661017
2021-07-20,0.0916306818181818,0.11331250000000001,0.02168181818181818
2021-07-21,-0.001046153846153844,0.03626153846153846,0.037307692307692306
2021-07-22,0.009235294117647059,0.05164705882352941,0.04241176470588235
2021-07-23,0.04322222222222222,0.07257777777777778,0.029355555555555555
2021-07-24,0.13155,0.1392375,0.0076875
2021-07-25,0.11454761904761905,0.12211904761904761,0.007571428571428572
2021-07-26,0.06230188679245283,0.0729622641509434,0.010660377358490566
2021-07-27,0.1039264705882353,0.12198529411764705,0.018058823529411766
2021-07-28,0.05741860465116279,0.06444186046511628,0.007023255813953488
2021-07-29,0.11511494252873564,0.1452183908045977,0.030103448275862067
2021-07-30,0.04716,0.060880000000000004,0.013720000000000001
2021-07-31,0.04071428571428572,0.06804081632653061,0.0273265306122449
2021-08-01,0.11922222222222223,0.14424444444444443,0.02502222222222222
2021-08-02,0.09847619047619048,0.11176190476190476,0.013285714285714286
2021-08-03,0.14897560975609755,0.15536585365853658,0.006390243902439025
2021-08-04,0.15,0.15845454545454543,0.008454545454545454
2021-08-05,0.08604477611940298,0.11349253731343284,0.02744776119402985
2021-08-06,0.08475,0.09057499999999999,0.005825
2021-08-07,-0.03866666666666667,0.038592592592592595,0.07725925925925925
2021-08-08,0.07608474576271186,0.09367796610169492,0.017593220338983053
2021-08-09,0.11591666666666667,0.12948809523809524,0.013571428571428573
2021-08-10,0.1635,0.1635,0.0
2021-08-11,0.09986842105263158,0.10492105263157896,0.0050526315789473685
2021-08-12,0.09297222222222222,0.10155555555555555,0.008583333333333333
2021-08-13,0.03524242424242424,0.07760606060606061,0.04236363636363636
2021-08-14,0.11117714285714285,0.1372742857142857,0.026097142857142857
2021-08-15,0.07341666666666666,0.10527777777777778,0.03186111111111111
2021-08-16,0.08148717948717948,0.0884102564102564,0.006923076923076923
2021-08-17,0.060319148936170214,0.07408510638297873,0.013765957446808511
2021-08-18,0.0548139534883721,0.09104651162790697,0.03623255813953488
2021-08-19,0.09655263157894738,0.10513157894736842,0.008578947368421052
2021-08-20,0.11115384615384616,0.11115384615384616,0.0
2021-08-21,0.05473333333333333,0.058866666666666664,0.0041333333333333335
2021-08-22,0.05359649122807018,0.07426315789473684,0.020666666666666667
2021-08-23,0.09178846153846153,0.10796153846153846,0.016173076923076922
2021-08-24,0.08663043478260869,0.14567391304347826,0.05904347826086957
2021-08-25,0.06986206896551723,0.08482758620689655,0.01496551724137931
2021-08-26,0.09741176470588235,0.1341470588235294,0.036735294117647053
2021-08-27,0.059232558139534874,0.08983720930232558,0.030604651162790698
2021-08-28,0.15189473684210528,0.15189473684210528,0.0
2021-08-29,0.0956153846153846,0.10976923076923077,0.014153846153846154
2021-08-30,0.015580645161290324,0.05119354838709677,0.03561290322580645
2021-08-31,0.10816129032258064,0.12403225806451612,0.015870967741935485
2021-09-01,0.04952631578947368,0.050561403508771925,0.0010350877192982456
2021-09-02,0.08447272727272727,0.10066363636363637,0.01619090909090909
2021-09-03,0.0831025641025641,0.09084615384615384,0.007743589743589743
2021-09-04,0.06637837837837837,0.07606756756756756,0.00968918918918919
2021-09-05,0.05973972602739726,0.07287671232876712,0.013136986301369863
2021-09-06,0.07159574468085107,0.0942127659574468,0.022617021276595747
2021-09-07,0.07772340425531914,0.11512765957446808,0.037404255319148934
2021-09-08,0.06498461538461538,0.0925076923076923,0.02752307692307692
2021-09-09,0.12652941176470586,0.1399607843137255,0.01343137254901961
2021-09-10,0.1388235294117647,0.15276470588235294,0.013941176470588236
2021-09-11,0.028333333333333335,0.063,0.034666666666666665
2021-09-12,0.05152702702702703,0.08540540540540541,0.03387837837837838
2021-09-13,0.11122727272727273,0.1260681818181818,0.014840909090909092
2021-09-14,0.11952307692307693,0.12887692307692308,0.009353846153846154
